243,237,249,255,0,0,0
191,72,68,255,0,0,0
91,166,82,255,0,0,0
123,94,86,255,255,255,255
31,116,170,255,0,0,0
194,101,60,255,0,0,0
205,155,70,255,0,0,0
228,229,105,255,0,0,0
91,114,155,255,255,255,255
186,100,73,255,0,0,0
183,57,69,255,0,0,0
43,77,125,255,0,0,0
60,127,92,255,255,255,255
96,75,74,255,255,255,255
137,128,71,255,255,255,255
111,181,206,255,0,0,0
204,152,81,255,0,0,0
173,150,176,255,0,0,0
61,133,181,255,0,0,0
61,87,88,255,255,255,255
